	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	Kingdom	Phylum	Class	Order	Family	Genus	Species
seq3523	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
seq3524	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	andreesenii
seq3525	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq3526	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus	
seq3527	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli				
seq3528	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	
seq3529	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae		
seq3530	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales			
seq3531	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq3532	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales			
seq3533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0							
seq3534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter	
seq3535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	russellii
seq3536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
seq3537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Family_III		
seq3538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	
seq3539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	Bacteria	Proteobacteria	Gammaproteobacteria				
seq3540	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales			
seq3541	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Ruaniaceae	Ruania	albidiflava
seq3542	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq3543	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
seq3544	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria				
seq3545	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq3546	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	
seq3547	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	
seq3548	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq3549	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	Bacteria						
seq3550	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae		
seq3551	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq3552	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq3553	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	KF-JG30-C25			
seq3554	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	
seq3555	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	Eukaryota						
seq3556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_7	
seq3557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae		
seq3558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq3559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
seq3560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
seq3561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales			
seq3562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
seq3563	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq3564	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	
seq3565	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq3566	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
seq3567	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
seq3568	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Prauserella	rugosa
seq3569	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pusillimonas	
seq3570	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
seq3571	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter	
seq3572	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
seq3573	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae		
seq3574	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq3575	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Alcaligenes	faecalis
seq3576	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cerasibacillus	quisquiliarum
seq3577	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
seq3578	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	Eukaryota						
seq3579	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	
seq3580	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	
seq3581	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae		
seq3582	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	silviterrae
seq3583	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	
seq3584	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	
seq3585	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	
seq3586	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq3587	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	
seq3588	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq3589	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI		
seq3590	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	Eukaryota						
seq3591	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	
seq3592	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq3593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae		
seq3594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aequorivita	
seq3595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	terreus
seq3596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	Eukaryota						
seq3597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
seq3598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus	
seq3599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
seq3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales			
seq3601	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	
seq3602	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq3603	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
seq3604	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq3605	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae		
seq3606	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
seq3607	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Alcaligenes	faecalis
seq3608	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq3609	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	
seq3610	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	thermoruber
seq3611	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales			
seq3612	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq3613	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chungangia	
seq3614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	
seq3615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
seq3616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq3617	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq3618	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	
seq3619	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermomonospora	chromogena
seq3620	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pusillimonas	
seq3621	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	
seq3622	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteria	Subgroup_6	Unknown_Order	Unknown_Family	Luteitalea	
seq3623	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	sanguinis
seq3624	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	
seq3625	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Pelagibacterium	
seq3626	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Planktosalinus	
seq3627	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales			
seq3628	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae		
seq3629	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq3630	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	Eukaryota						
seq3631	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae		
seq3632	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	Eukaryota						
seq3633	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	
seq3634	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia	
seq3635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Nosocomiicoccus	
seq3636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq3637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	
seq3638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq3639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
seq3640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Planifilum	composti
seq3641	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI		
seq3642	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	
seq3643	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
seq3644	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	
seq3645	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	
seq3646	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Tissierella	creatinini
seq3647	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	
seq3648	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	
seq3649	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	
seq3650	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	
seq3651	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_Incertae_Sedis	Constrictibacter	
seq3652	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	Alkaliphilus	
seq3653	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq3654	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
seq3655	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq3656	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq3657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Aquisphaera	
seq3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae		
seq3659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	Bacteria	Acidobacteria	Acidobacteriia	Subgroup_2			
seq3660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae		
seq3661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Glycomyces	
seq3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter	
seq3663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	Bacteria	Proteobacteria	Gammaproteobacteria				
seq3664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
seq3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	SRB2		
seq3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sinibacillus	soli
seq3667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda	
seq3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1		
seq3669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
seq3670	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq3671	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Stackebrandtia	
seq3672	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	taiwanensis
seq3673	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq3674	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq3675	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	
seq3676	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	
seq3677	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
seq3678	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	sputi
seq3679	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq3680	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi					
seq3681	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	caeni
seq3682	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	Eukaryota						
seq3683	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	
seq3684	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
seq3685	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae		
seq3686	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	
seq3687	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
seq3688	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0							
seq3689	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722		
seq3690	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	Alkaliphilus	oremlandii
seq3691	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
seq3692	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	
seq3693	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Ruaniaceae	Ruania	albidiflava
seq3694	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	Bacteria	Firmicutes	Bacilli				
seq3695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	
